checkpoint,trial_type,trial_id,selected_freqs,train_pre_loss,train_pre_acc,train_post_loss,train_post_acc,test_pre_loss,test_pre_acc,test_post_loss,test_post_acc,delta_train_loss,delta_train_acc,delta_test_loss,delta_test_acc
pre,target,,"(1, 11, 42)",4.744270324707031,0.008811434730887413,4.744389533996582,0.008224005810916424,4.744639873504639,0.008874966762959957,4.744565486907959,0.007700338959693909,0.00011920928955078125,-0.0005874289199709892,-7.43865966796875e-05,-0.0011746278032660484
pre,random_k,0.0,"(13, 48, 30)",4.744270324707031,0.008811434730887413,4.744185447692871,0.009398864582180977,4.744639873504639,0.008874966762959957,4.744665145874023,0.008744453079998493,-8.487701416015625e-05,0.0005874298512935638,2.5272369384765625e-05,-0.00013051368296146393
pre,random_k,1.0,"(27, 56, 13)",4.744270324707031,0.008811434730887413,4.744246482849121,0.009594674222171307,4.744639873504639,0.008874966762959957,4.74462366104126,0.008874966762959957,-2.384185791015625e-05,0.0007832394912838936,-1.621246337890625e-05,0.0
pre,random_k,2.0,"(12, 29, 18)",4.744270324707031,0.008811434730887413,4.744192123413086,0.009594674222171307,4.744639873504639,0.008874966762959957,4.744657039642334,0.00848342478275299,-7.82012939453125e-05,0.0007832394912838936,1.71661376953125e-05,-0.0003915419802069664
pre,random_k,3.0,"(32, 12, 41)",4.744270324707031,0.008811434730887413,4.7442474365234375,0.009398864582180977,4.744639873504639,0.008874966762959957,4.7446184158325195,0.009397024288773537,-2.288818359375e-05,0.0005874298512935638,-2.1457672119140625e-05,0.0005220575258135796
pre,random_k,4.0,"(39, 45, 49)",4.744270324707031,0.008811434730887413,4.744162559509277,0.008615625090897083,4.744639873504639,0.008874966762959957,4.7446818351745605,0.008352910168468952,-0.00010776519775390625,-0.00019580963999032974,4.1961669921875e-05,-0.0005220565944910049
pre,random_k,5.0,"(56, 36, 12)",4.744270324707031,0.008811434730887413,4.744182109832764,0.009203054010868073,4.744639873504639,0.008874966762959957,4.744669437408447,0.007961367256939411,-8.821487426757812e-05,0.0003916192799806595,2.956390380859375e-05,-0.000913599506020546
pre,random_k,6.0,"(25, 17, 8)",4.744270324707031,0.008811434730887413,4.744322299957275,0.009790483862161636,4.744639873504639,0.008874966762959957,4.744582653045654,0.00913599506020546,5.1975250244140625e-05,0.0009790491312742233,-5.7220458984375e-05,0.00026102829724550247
pre,random_k,7.0,"(34, 37, 48)",4.744270324707031,0.008811434730887413,4.744274616241455,0.008419815450906754,4.744639873504639,0.008874966762959957,4.744596481323242,0.008352910168468952,4.291534423828125e-06,-0.0003916192799806595,-4.3392181396484375e-05,-0.0005220565944910049
pre,random_k,8.0,"(46, 54, 26)",4.744270324707031,0.008811434730887413,4.744232654571533,0.008811434730887413,4.744639873504639,0.008874966762959957,4.744663238525391,0.008352910168468952,-3.7670135498046875e-05,0.0,2.3365020751953125e-05,-0.0005220565944910049
pre,random_k,9.0,"(26, 38, 46)",4.744270324707031,0.008811434730887413,4.7442169189453125,0.008811434730887413,4.744639873504639,0.008874966762959957,4.744657039642334,0.009266509674489498,-5.340576171875e-05,0.0,1.71661376953125e-05,0.000391542911529541
pre,random_k,10.0,"(47, 56, 18)",4.744270324707031,0.008811434730887413,4.744205474853516,0.009398864582180977,4.744639873504639,0.008874966762959957,4.744662761688232,0.008352910168468952,-6.4849853515625e-05,0.0005874298512935638,2.288818359375e-05,-0.0005220565944910049
pre,random_k,11.0,"(53, 8, 19)",4.744270324707031,0.008811434730887413,4.74427604675293,0.008419815450906754,4.744639873504639,0.008874966762959957,4.74461030960083,0.007700338959693909,5.7220458984375e-06,-0.0003916192799806595,-2.956390380859375e-05,-0.0011746278032660484
