checkpoint,trial_type,trial_id,selected_freqs,train_pre_loss,train_pre_acc,train_post_loss,train_post_acc,test_pre_loss,test_pre_acc,test_post_loss,test_post_acc,delta_train_loss,delta_train_acc,delta_test_loss,delta_test_acc
pre,target,,"(39, 37, 14)",4.74552583694458,0.006527415011078119,4.7455573081970215,0.006527415011078119,4.743951320648193,0.008502069860696793,4.743937969207764,0.00827833078801632,3.147125244140625e-05,0.0,-1.33514404296875e-05,-0.00022373907268047333
pre,random_k,0.0,"(32, 26, 24)",4.74552583694458,0.006527415011078119,4.745540618896484,0.006527415011078119,4.743951320648193,0.008502069860696793,4.743926048278809,0.008502069860696793,1.4781951904296875e-05,0.0,-2.5272369384765625e-05,0.0
pre,random_k,1.0,"(56, 13, 49)",4.74552583694458,0.006527415011078119,4.745506763458252,0.006266318261623383,4.743951320648193,0.008502069860696793,4.743946075439453,0.00861393939703703,-1.9073486328125e-05,-0.0002610967494547367,-5.245208740234375e-06,0.00011186953634023666
pre,random_k,2.0,"(13, 47, 9)",4.74552583694458,0.006527415011078119,4.745625019073486,0.007049608509987593,4.743951320648193,0.008502069860696793,4.743908405303955,0.008725808933377266,9.918212890625e-05,0.0005221934989094734,-4.291534423828125e-05,0.00022373907268047333
pre,random_k,3.0,"(32, 38, 35)",4.74552583694458,0.006527415011078119,4.745553016662598,0.006788511760532856,4.743951320648193,0.008502069860696793,4.7439188957214355,0.008166462182998657,2.7179718017578125e-05,0.0002610967494547367,-3.24249267578125e-05,-0.0003356076776981354
pre,random_k,4.0,"(12, 27, 43)",4.74552583694458,0.006527415011078119,4.7456183433532715,0.007049608509987593,4.743951320648193,0.008502069860696793,4.743887424468994,0.009173286147415638,9.250640869140625e-05,0.0005221934989094734,-6.389617919921875e-05,0.0006712162867188454
pre,random_k,5.0,"(29, 54, 19)",4.74552583694458,0.006527415011078119,4.745485782623291,0.006266318261623383,4.743951320648193,0.008502069860696793,4.74396276473999,0.009397024288773537,-4.00543212890625e-05,-0.0002610967494547367,1.1444091796875e-05,0.0008949544280767441
pre,random_k,6.0,"(12, 48, 10)",4.74552583694458,0.006527415011078119,4.745511054992676,0.006266318261623383,4.743951320648193,0.008502069860696793,4.743934631347656,0.009061416611075401,-1.4781951904296875e-05,-0.0002610967494547367,-1.6689300537109375e-05,0.0005593467503786087
pre,random_k,7.0,"(2, 52, 29)",4.74552583694458,0.006527415011078119,4.745532512664795,0.006788511760532856,4.743951320648193,0.008502069860696793,4.743947505950928,0.009061416611075401,6.67572021484375e-06,0.0002610967494547367,-3.814697265625e-06,0.0005593467503786087
pre,random_k,8.0,"(6, 55, 31)",4.74552583694458,0.006527415011078119,4.7455735206604,0.006527415011078119,4.743951320648193,0.008502069860696793,4.7439045906066895,0.008502069860696793,4.76837158203125e-05,0.0,-4.673004150390625e-05,0.0
